username,name,status,first_seen,last_seen,removed_at,stints,current_category,baseline_2023_07_30,type,cat,subs,tgid,updated,desc
stablediffusion_cn,人均AV卡的AI调教群【先看置顶/频道】,present,2026-07-15 00:07,2026-08-28 16:00,,1,中文社群,,群组,中文社群,9.6K,-1001893538021,2026-08-28,（暂无描述）
steamny,你有一个打折需要了解,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,16.1K,-1001219241828,2026-08-25,可知： + 24 小时制（GMT/UTC+8）（0:00 - 23:59） + 含义 ᵀ 频道内跳转 ᙆ 副频道跳转 + 遵循格式 + 链接（尽量源头） + 浏览以 PC 端为佳 几点： + 对广播困惑想补充或分享可留言 + 广播会因修改与补充时常变化 相关： + 附属频道 @Vwyxrd + 群组 @SteamTG + 群误封和反馈 https://t.me/+GTRKrQbDRGQzZWRl + UNO 游戏 https://t.me/+fs_Fr0mLkZNjNTM1
steamvents,Alien外星人,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,2.4K,-1001283168745,2026-08-26,60%财经+30%时政+10%个人 = 最有人文关怀的公共领域channel 勇敢是最珍贵的美德
stickergroup,貼圖群,present,2026-07-15 00:07,2026-08-28 16:00,,1,兴趣社群,,,,39.7K,-1001098976262,2026-08-24,🥇新手教學 @StartzeroTG 🥈本群規定 telegra.ph/Sticker-Group-Rule-03-22 🥉本群連結 t.me/StickerGroup
stickersey,Stickers,present,2026-07-15 00:07,2026-08-28 16:00,,1,表情贴纸,,频道,表情贴纸,47.2K,-1001488272756,2026-08-28,Group👉 @StickerssGroup Feedback👉 @Feedbacksebot Cute Stickers👉 @CuteStickery
sunnymoonk,杂货铺,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,频道,资源分享,4.7K,-1001645593356,2026-08-28,乐于分享，自己觉得好的东西分享过来，资源来源于网络，如有侵权，联系删除。
switchnewcn,NS新闻转报,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,7.5K,-1001140748122,2026-08-25,官方信息请看 【港】http://www.nintendo.com.hk/ 【网络维护状况】https://www.nintendo.com.hk/switch/support/netinfo/
taipingtianguo,马列毛主义与革命左翼图书馆 🔑 入群审核 ⚠️ @maoistQAIIbot,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,25.4K,-1001494330635,2026-08-27,马列毛，共产主义，马克思，列宁，毛泽东，斯大林，鲁迅，全集，切格瓦拉，左派，苏联，社会主义，无产阶级，马克思主义，印共毛，恩格斯，毛主席，江青，星火燎原，燎原，燎原月刊， 🔑 入群审核 ⚠️ @maoistQAIIbot
tandroidapk,Telegram APKs for Android,present,2026-07-15 00:07,2026-08-28 16:00,,1,电报入门,,频道,电报入门,257.1K,-1001301504897,2026-08-28,Official channel for Telegram Android APKs. You can also download them here: https://telegram.org/dl/android/apk
telebookstall,电书摊,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,4.8K,-1001435289225,2026-08-26,愿客观主义照亮你的世界
terraria_chat_cn,泰拉瑞亚 中文聊天,present,2026-07-15 00:07,2026-08-28 16:00,,1,游戏,,群组,游戏,305,-1001717868607,2026-08-28,合作🌄 • 创造⛅ • 共进🌷 🔘 → 入群请留意验证机器人的私信 聊天范围包括但不限于 Terraria 严禁 侮辱谩骂 外链广告 传播邪教 议政键政 劝阻 不正当交易 盗版黑卡 作弊传谣 NSFW 鼓励 日常闲聊 游戏讨论 时事交流 前景洽谈 → 一切规则的解释权收归本群 🎈 始于 2022.02.06 ⭕ 本群为公开群 请注意您的个人隐私 💡 Powered by @TorchNitrogenWave 👀 泰拉瑞亚 中文聊天
tesla_share,Tesla特斯拉 AI & FSD News,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,3.2K,-1001259975466,2026-08-26,追踪物理世界的人工智能进化。 ⚡️ Tesla：FSD 更新、Robotaxi、交付动态 🤖 AI：Optimus 机器人、Dojo 算力、xAI 联动 🚀 Future：能源、星链及改变世界的硬核科技 物理学是法律，其余皆为建议。 频道：@Tesla_share
teslacn,Tesla News 🅥,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,862,-1001578390108,2026-08-26,✿Tesla China News Channel ✿频道由Tesla 车主 粉丝 员工 群体组成 ✿主要发布Tesla 新能源 马斯克 元宇宙 虚拟币 科技 SpaceX 星链 投资等相关焦点资讯 📰 📮频道投稿： @TeslaZhBot 💬交流群组： t.me/+LH3TrtY6slZjMTA9 🤍 Created on 2021.10.01 🚗 💨 💨
tgebook,书屋 电子书 📚 𝑻𝑮𝒆𝑩𝒐𝒐𝒌,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,48.8K,-1001248532673,2026-08-27,电子书 杂志 小说 期刊 读物 不定时更新
tginfocn,Telegram Info 中文,present,2026-07-15 00:07,2026-08-28 16:00,,1,电报入门,,频道,电报入门,5.7K,-1001293701368,2026-08-28,这是 @tginfo 的中文镜像。 讨论聊天: @tginfocnchat Beta 频道: @betainfocn 其他语言: @tginfoall 与我们交谈: DM
tgtrillions,电报指南 & 瞭望台,present,2026-07-15 00:07,2026-08-28 16:00,,1,中文社群,,群组,中文社群,2.1K,-1001385840134,2026-08-28,电报指南&精品排行榜 理智与情感，生活与命运 信息技术、解决问题、探索发现 万物系统、机械控制、社会科学 人类知识、生活娱乐、经济商业 禁止群内灌水/广告/刷屏/脏话/口战 投稿和反馈区，欢迎投稿交流 电报指南&探索发现： https://t.me/TgTrillion
theblockclub,theBlock,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,2.6K,-1001308599930,2026-08-26,"分享一些以 Notion 为主的信息/技巧/用法 🧱 the-block.club 💛 Love from Notion fans, @iceyaya, @niinjoy & @craigary"
theinitium_rss,端传媒 RSS,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,13.2K,-1001405403376,2026-08-26,【关于】 RSS 地址： https://rsshub.app/theinitium/app 【更多】 RSS 频道收集，探索 telegram 与 RSS： @rss_channels 联系频道管理员： @rss_channels_helper_bot
tianyast,天涯论坛天涯神贴合集,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,26.0K,-1001837241790,2026-08-27,"天涯论坛神贴、猫扑、知乎被删帖子合集,持续更新中。"
tiezhia,表情包👾贴纸,present,2026-07-15 00:07,2026-08-28 16:00,,1,表情贴纸,,频道,表情贴纸,32.2K,-1001233346995,2026-08-28,电报专业贴纸、表情包分享~ 万人聊天群👉 @wangrenqun 绅士联盟👉 @teleisthebest 电报中国👉 @ZG_lsj
timehorizonx,Time经济观察,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,20.8K,-1001776226650,2026-08-26,宏观经济/公共政策/金融市场 公众号：TimeHorizonX 知识星球：TIME研究群
tinysnow4yi,南国微雪 | 一切，都很美丽。,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,2.8K,-1001246300139,2026-08-26,The idiot's channel. Updating depends on mood. Fresh man READ PIN please. Only write articles in Chinese(Simplified). Bachelor | EX-PLCTer | ADBC | Sichuan | Street Dancer.
tjjcfx,特价VPS分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,vps主机,,频道,vps主机,17.8K,-1001267486763,2026-08-28,不定时分享，转载特价的VPS和机场等信息！
tkjiku,TK集库,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,,频道,iOS资源,23.5K,-1001924193980,2026-08-27,（暂无描述）
togashi_safe,「 NSFW 」每日美少女色图美图推送姬,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,8.4K,-1001391553732,2026-08-27,（暂无描述）
tooruchannews,小林家的托尔,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,6.8K,-1001146723984,2026-08-25,非资讯向的个人自媒体，发布内容和更新频率全看心情。 整合: @TooruChannels 本频道独立运营，不属于“For Works”系列频道。 联系: tooruchan@protonmail.com 原创内容遵循CC BY-SA-NC协议，请勿将本频道主体用于任何二次创作和演绎等行为。 被删评论请好好想想发了什么。 附属群： https://t.me/+u0uLD22CPo8zNTM1 附属群（NSFW/键政类话题）：https://t.me/+ZdetJ-QuFWNkZGY1
top_opensource_project,顶级开源项目分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,频道,资源分享,8.3K,-1002104677188,2026-08-27,本频道致力于分享最优秀、最具创新性的开源项目，涵盖各种编程语言、框架和领域。无论您是开发者、设计师、学生还是技术爱好者，都能在这里找到灵感和宝贵的资源。 订阅我们，您将获得： 精选项目推荐: 精心挑选的顶级开源项目，涵盖 Web 开发、移动开发、人工智能、机器学习、区块链等多个领域。 深入解析: 深入浅出的项目介绍，包括项目背景、功能特点、技术栈和使用指南。 行业洞察: 分享开源领域的最新趋势、技术发展和行业见解。 学习资源: 推荐优质的学习资料、教程和开源社区，帮助您提升技能。
tossiphone,折腾搞机,present,2026-07-15 00:07,2026-08-28 16:00,,1,卡号资金,,群组,卡号资金,17.2K,-1002139303876,2026-08-28,📢 群聊: @TossiPhone 🎈 频道: @TossIChannel 你的苹果设备有多厉害，取决于你折腾得多深！这里是苹果生态爱好者天堂，探索和分享IPhone有趣的玩法， 搞机搞到停不下来，这里是你折腾的乐园！
tossti,折腾IOS内测|限免,present,2026-07-15 00:07,2026-08-28 16:00,,1,数码社群,,群组,数码社群,5.4K,-1002432283658,2026-08-28,📢 群聊: @TossTI 🎈 频道: @TossTF 每天掘金iOS限免宝藏，追踪限时TestFlight测试名额！ 来这里，不花钱就能体验最新奇的软件，抢先感受未来的科技潮流。 你的iPhone，值得被折腾得更酷！
touxiang888,🖤清雾扰山河🖤头像🤍壁纸🤍,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,7.6K,-1001625417310,2026-08-27,🍀无论你在哪里，吹过我的风，都在替我拥抱你🍀 🌿柬埔寨交友群： @jpzjy 🌿原图获取： @touxiang999 🌿投稿/商务可接： @QAQ0102 🌿投稿/商务可接： @QAQ010101
trantor_library,川陀大学图书馆,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,1.7K,-1001878264527,2026-08-27,『川陀大学图书馆 TG101』 简介： 川陀大学图书馆（主频道，主要内容发布频道） 注解： “互联网百科全书编者，为离奇的世界留下印记。” 关联： 川陀大学图书馆 @trantor_library 川陀大学图书馆档案室 @trantor_archive
trendesire,小小溪分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios社区,,群组,ios社区,7.4K,-1002504879578,2026-08-28,📱✨【小小溪宝藏群】✨💻 ——发现真正有价值的数字生活—— 🤖 智能服务：@Xiumu8 机器人 (投稿/解封) 🔥 每日速递： iOS限免精选|不错过每一款潜力应用 Mac生产力神器 | 提升工作学习效率 数码圈限时特惠 | 帮你守住钱包 🚫 我们拒绝： × 广告轰炸 × 无意义灌水 × 低质分享
trendingstickers,Trending Stickers 🍒,present,2026-07-15 00:07,2026-08-28 16:00,,1,表情贴纸,,频道,表情贴纸,56.4K,-1001140222267,2026-08-28,（暂无描述）
trollstorekios,iOS[🅡星]||巨魔||脚本,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,,频道,iOS资源,14.6K,-1002068857469,2026-08-27,iOS软件JS分享的聚集地 所有软件脚本均来自网络免费分享，仅持有Tg频道，无任何其他平台，仅限学习供群友测试效果，侵权可私Bot删除 投稿合作机器人：@ZYTongBot
trollstorepro,巨魔商店 Chat,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios社区,,群组,ios社区,51.7K,-1001933240182,2026-08-28,iPhone 交流群 广告联系 @jumopro
tsecrecord,网络安全笔记,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,7.8K,-1001476547783,2026-08-26,从零开始、持续积累、开放共享、共同成长（网络安全、AI方向）
tstickers,Stickers Telegram,present,2026-07-15 00:07,2026-08-28 16:00,,1,表情贴纸,,频道,表情贴纸,17.4K,-1001000439208,2026-08-28,About stickers with love ❤️
turritgroup,Turrit- based on Telegram,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件社群,,群组,软件社群,21.3K,-1001913360090,2026-08-28,Welcome Turrit users from all over the world!Turrit is a free TG third-party client | Official Group for Turrit Web: https://iturrit.com Channel: @TurritTips Rules: https://t.me/TurritGroup/223768 iOS Group: @TurritiOSGroup Admin: @FreeJennie
tvplaysontg,📺电视剧·精选频道,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,2.9K,-1002131155220,2026-08-26,⭕关联视频资源频道，已被官方版权限制...择日重启 📍精选剧集分享 | 导航站: @TGMOVS 💬资源交流群: @Ziyuanhelp 🔍更多TG资源: t.me/+IJ5SHjRXK9MyM2Y1
tzyhf,酒楼-状元楼,present,2026-07-15 00:07,2026-08-28 16:00,,1,小说阅读,,群组,小说阅读,4.6K,-1003146779539,2026-08-28,（暂无描述）
ucwcn,University万能墙,present,2026-07-15 00:07,2026-08-28 16:00,,1,搞笑趣味,,频道,搞笑趣味,3.6K,-1001954903000,2026-08-26,University Confession Wall 「不一样的tg社区」 大学生的tg校园万能墙（大学生的日常） 别名：雾影高校 University of Wuyin 情感|校园生活|互助 群 组: @WYgaoxiao（雾隐高校） 投稿&反馈： @UCWcnbot
unwire,unwire.hk 生活科技頻道,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,5.2K,-1001034335300,2026-08-26,每日接收免費生活科技情報~
useless_project_ideas,程序员之家,present,2026-07-15 00:07,2026-08-28 16:00,,1,开发编程,,频道,开发编程,6.6K,-1001481629772,2026-08-28,关键词：程序员 coding programing 项目 project github 频道合集 @channel_push 消息搜索 @msg_index_bot
v2fly_chat,#v2fly,present,2026-07-15 00:07,2026-08-28 16:00,,1,技术开发,,群组,技术开发,6.9K,-1001235897504,2026-08-25,公告频道：@v2fly 须知|README：https://t.me/v2fly_chat/180673 滥权申诉请发信至 chat_abuse@v2fly.org （进群验证答错请勿spam本信箱） off-topic群(水群)：https://t.me/joinchat/TNAUs6D6iUG0wVxW
vitamineepodcast,维生素E|经济学哲学知识分享播客,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,8.5K,-1001357893784,2026-08-26,精神分析漫步学派（The casualistic school of psychoanalysis） 生命需要维生素e！ 维生素e是一款完全免费的知识分享播客计划，我们分享构成这个世界，解释这个世界，创造这个世界的基础知识，并在基础上试图分析终极问题。 我们相信真理的普遍性，相信人和人之间可以相互理解。相信我们最终，可以通达真理。 收听方式：各大播客平台搜索 维生素E
vps_spiders,全球VPS余量监控,present,2026-07-15 00:07,2026-08-28 16:00,,1,vps主机,,频道,vps主机,6.3K,-1001474554890,2026-08-28,各网站各渠道监控爬虫合集，非必要勿购，目前已支持多家网站的监控，还有部分商家特制监控不列出，推送都自带商家评论，自行查看辨别推送的商家 (链接部分带aff，不喜自删，无脑推aff的纯傻逼) 频道日常也分享一些限时优惠码通知，自行评判，带有个人色彩的评价，你觉得不对一定是你对了 频道禁止转载各种帖子内容到任何论坛，尤其是一手资讯，本频道无需任何推广 相关问题咨询可留言 @spiritlhl_bot
vps_xhq,VPS信号旗播报,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,49.0K,-1001154242261,2026-08-26,VPS新闻频道，VPS信号旗是即时发布简要讯息的小组织，关注VPS和通信自由。为你甄选最具价值的信息，提供业界热点新闻调查。 🌞 讨论群组：https://t.me/vpsxinhaoqi 🏛 评论规则：https://t.me/xhq_rule 🙋 投稿交谈：https://t.me/PandasChatBot
vps_xinhaoqi,VPS信号旗水群,present,2026-07-15 00:07,2026-08-28 16:00,,1,主机vps,,群组,主机vps,7.0K,-1001224518181,2026-08-28,包容有料的VPS界交流群，动态反馈主机界重要讯息，高性能和高性价比VPS信息交流。信号旗简讯信息反馈。群内尽量不要讨论政治，会变得混乱。 本群组禁止任何形式的歧视，如种族主义、针对性少数人士的攻击、性别歧视等。本群组不是粉红群也不是反贼群。技术讨论请加：https://t.me/vpsxinhaoqi
vpsxbnet,VPS小白&蚊子玩卡交流群,present,2026-07-15 00:07,2026-08-28 16:00,,1,主机vps,,群组,主机vps,3.5K,-1001606782510,2026-08-24,📌 入群须知 加入即视为同意规则，违规将被 警告/禁言/封禁！ ❌ 禁止内容 1️⃣ 广告引流：未经许可的广告引流（包括头像/昵称/个签带广告）。 2️⃣ 黑灰产：涉及违法犯罪内容。 3️⃣ NSFW：任何令人不适的色情、暴力、恶心低俗内容。 4️⃣ 敏感话题：讨论政治、宗教等。 5️⃣ 人身攻击：谩骂、恶意挑衅。 6️⃣ 欺诈：发布虚假信息或欺诈内容。 🚫 违规处理：轻微违规 警告，屡犯者 禁言，严重违规 封禁。 📢 管理员可以视情况调整处罚力度。 频道：@vpsxb1
vwyxrd,追尾游戏热点,present,2026-07-15 00:07,2026-08-28 16:00,,1,游戏软件,,频道,游戏软件,4.2K,-1001491346846,2026-08-28,能聊与玩游戏真是太好了！ 发一发喜欢得消息，游戏为主，其余分享！ 也要有时间发空，远望宇宙。 发与分享喜欢，知与游玩游戏。 聊与分享折扣，追尾游戏热点。 + 群组 @SteamTG + 主频道 @SteamNy + 群误封与反馈 @huaguanYJ + UNO 游戏 t.me/joinchat/EGSkXEP_WAetQbj_
wallpaperselection,Wallpapers Central,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,56.0K,-1001344288507,2026-08-27,"The BEST Wallpapers Resource on the Web, iOS and Android ➡️ Powered by @ispazio 📲 App: onelink.to/wallpapers 👉 Website: wallpaperscentral.com"
wantanswer,万事屋🗳️有问必答,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,57.1K,-1002166345633,2026-08-26,禁止涉及隐私、交易、兼职、黑灰产、业务类内容投稿。 不一定能找到答案，但希望能有所收获。 问题来自于群友投稿，希望可以集思广益，重在参与，打破信息差。 📮投稿 @WantAnswerBot
wearemjj,MJJ出征,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,9.6K,-1001277013847,2026-08-25,寸草不生 https://t.me/boost/wearemjj
web_record,网页剪报,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,1.3K,-1001399998441,2026-08-26,网页剪报，记录信息。 频道合集 @channel_push 消息搜索 @msg_index_bot
wechannels,𝕎𝔼电报频道精选推荐,present,2026-07-15 00:07,2026-08-28 16:00,,1,导航索引,,频道,导航索引,18.7K,-1002010713238,2026-08-28,Telegram 频道&群组精选收录 投稿/合作 @wepdbot
wechatshare,微信 | WeChat| WX,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,,频道,iOS资源,37.9K,-1001912721352,2026-08-27,WeChat，小而美，微信插件，微信增强包，微信小程序，微信公众号推荐。 📢严正声明 •频道内容均来自网络，仅做技术交流。 •频道不参与任何微信插件开发制作，严禁一且违法违规的行为，否则一且后果与法律责任自行承担！！ •请勿传播到国内平台，安装包请于下载后 24 小时内彻底删除。 💬交流群 @wxcrack 合作投稿 @iosrxwy_bot
weeklyfreeepicgames,Epic 每周白嫖资讯,present,2026-07-15 00:07,2026-08-28 16:00,,1,游戏软件,,频道,游戏软件,2.3K,-1001698211254,2026-08-28,每周为你推送一款或几款 Epic Games 免费游戏。 聊天群组 @WeeklyFreeEpicGamesChat 卖动的摸鱼日常 @MaiTungTM_Notes #喜加一 #EpicGames
weiyexing,为也行,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,5.6K,-1001277540926,2026-08-26,为所欲为也可行，人文与科技反复横跳 你失去公开表达的能力和意愿了吗？ 没有 据不完全统计，频道内容主要为： 40%：书籍 | 电影 | 数码 | 产品 30%：热点事件 | 文章存档 20%：摸鱼图 | 沙雕图 10%：其他 | 碎碎念 谢绝转载任何内容至国内平台。 友情频道： @what_to_read_today 博客： weiyexing.win
wen_xiaoshuo_love,AI爱好者中文社区（二群）,present,2026-07-15 00:07,2026-08-28 16:00,,1,兴趣社群,,群组,兴趣社群,71.2K,-1002400396064,2026-08-24,（暂无描述）
wfvpn,白嫖机场节点VPN免费分享频道,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,38.6K,-1001983332672,2026-08-28,通知频道 @WFVPN 通知群组 @WMVPN 商务合作 @chennxii_bot
what_to_read_today,随机漫谈,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,3.1K,-1001690170577,2026-08-26,读有所记，思有所痕 | 订阅每月书单：https://quail.ink/rambling
what_youread,小声读书 ☘️,present,2026-07-15 00:07,2026-08-28 16:00,,1,兴趣社群,,群组,兴趣社群,13.1K,-1001130147108,2026-08-24,Just AI and Read
whatbiereading,别的书摘与政治不正确玩梗,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,3.0K,-1001628712613,2026-08-26,我宁可痛苦，我不要麻木。
wkjsgroup,玩卡教授交流群,present,2026-07-15 00:07,2026-08-28 16:00,,1,卡号资金,,群组,卡号资金,4.0K,-1002586565594,2026-08-28,专注海外券商，海外银行，海外esim/旅游卡等探索与交流 YouTube频道：https://www.youtube.com/@MrWkjs
wows_asia,战舰世界亚服⚓️,present,2026-07-15 00:07,2026-08-28 16:00,,1,游戏,,群组,游戏,62,-1001244413504,2026-08-28,承认吧，这就是你最喜欢的游戏 👇蚊子腿兑换码发布频道 https://t.me/wows_code
wpzyk,考公考研自习室,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,28.0K,-1001817746196,2026-08-27,主营网盘： #百度 #夸克 公务员考试： #国省考 #事业编 #教师类 #文职 #三支一扶 #遴选 #时政 #银行 #公安 研究生考试： #考研 #公共课 #考研数学 #考研英语 #考研政治 #专业课 其他考试： #四六级 #财经类 #医药类 #建筑类 #烟草 #电网 搜索： @wpzyss
wtmsd,🔮 奇闻异录 与 沙雕时刻 meme collection,present,2026-07-15 00:07,2026-08-28 16:00,,1,搞笑趣味,,频道,搞笑趣味,115.7K,-1001214996122,2026-08-26,（暂无描述）
wublock,吴说区块链 新闻与深度,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,15.5K,-1001317044897,2026-08-26,吴说：接近真相，更可信赖 区块链新闻报道，深度内容分析 联系我们: @colinwu1989 吴说全部渠道，欢迎下载 APP 收听播客：https://www.wublock123.com/html/app/ 此为吴说TG中文唯一官方频道，请小心电报诈骗，不给任何陌生人转账，小心熟人被盗号诈骗
wutoban,烏托邦🎂贝瑞生日快乐🎂,present,2026-07-15 00:07,2026-08-28 16:00,,1,中文社群,,群组,中文社群,910,-1002041388269,2026-08-28,欢迎来到乌托邦！ 这里有来自各个国家的奇葩、怪人、夜猫子和话痨。 乌托邦致力于打造给大家一个温暖，包容，友善，充满爱的一个小社区。 所以希望各位可以互相尊重！遵守规则(*´I`*)
wwwengshare,WWWeng🐝の分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,,频道,iOS资源,4.9K,-1001088992441,2026-08-27,主要分享一些快捷指令 必看：https://t.me/wwwengshare/192
wxcrack,微信交流群-WeChat,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios社区,,群组,ios社区,8.0K,-1002238041572,2026-08-28,国民级应用，“小而美” 微信相关：插件、教程、公众号、小程序、资源分享 频道： @wechatshare
wxgqlfx,翻墙世界的梯子,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,32.3K,-1001637698770,2026-08-28,❕白嫖节点订阅教程优选IP等科学上网机场类垂直频道！ ❗倡导素质白嫖，不盗用、不占用、不滥用！致力公信，长足发展！
wygjmeng,单机游戏资源,present,2026-07-15 00:07,2026-08-28 16:00,,1,游戏软件,,频道,游戏软件,3.3K,-1001846208850,2026-08-28,"下载资源版权归作者所有;本站所有资源均来源于网络,仅供学习使用,请支持正版"
xhsyp,小红书一瞥,present,2026-07-15 00:07,2026-08-28 16:00,,1,搞笑趣味,,频道,搞笑趣味,31.8K,-1001540626396,2026-08-26,按：版权归原作者所有，多于 50 赞的内容会提供“原文”链接。
xiancity,西安电报群,present,2026-07-15 00:07,2026-08-28 16:00,,1,中文社群,,群组,中文社群,7.8K,-1001145432806,2026-08-28,入群必读： 本群用于讨论西安相关的衣食住行等话题，同时也可畅聊其他话题，原则上不做话题及聊天内容的限制。但是，为了不给广大群友带来困扰，请您遵守以下约定： 一、请勿频繁发送广告、商业连接等内容； 二、请勿发送包含暴露的性内容或血腥内容的图片，以免造成群友不适； 三、不可言语攻击他人； 四、不可在群中欺诈、行骗； 五、请勿讨论政治话题； 六、禁止黄、赌、毒、考试作弊、高利贷等话题； 七、请勿在群中传播法轮功相关内容； 八、禁止利用本群从事任何违法犯罪活动。 最后，聊天请务必心平气和，客观理性！
xiangbeichannel,向北的分享频道,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,频道,资源分享,7.0K,-1001370052304,2026-08-27,这里更新动态、分享各种有趣的、实用的、好玩的！
xiangyan91copy,吃瓜视频战争头条新闻,removed,2026-07-15 00:07,2026-08-21 16:00,2026-08-28 16:00,1,,,频道,资讯新闻,13.9K,-1002087339551,2026-07-07,吃瓜、战争、战报、头条、短视频 #最新战报 #今日头条 #吃瓜视频 #头条新闻 #建设美好社会 在我们的生活中，各种各样的新闻、事件、信息充斥其中，但我们不能只被表面的事物所迷惑，而是应该去深层次理解和探索这些信息背后的意义和价值。正如战争报道中，我们不能只看到表面的炮火硝烟，而是要看到背后的影响和启示。作为社会成员，我们不应该只满足于“吃瓜”，而应该有独立思考、理性判断和社会责任感。只有这样，我们才能真正理解和感受到这个世界的真实面貌，从而更好地为社会的进步和发展做出贡献。 #用真实的眼
xiaoli202505,🍐小黎画师分享（二代目）,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,24.6K,-1001645133556,2026-08-27,（暂无描述）
xiaoshuwu,TG小树屋｜资源分享&公益代理,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,频道,资源分享,82.8K,-1001878410760,2026-08-27,一秒记住我小树屋全拼 @xiaoshuwu 分享全网优秀热门资源，包括但不限于破解软件，VPN，TG代理，热门游戏，音乐，实用网站等 聊天吹水群： @wolfgang88 👉 商务合作 『 @XiaoShuwu_Bot 』
xiaoxinv,小新の资源库|免费vpn|破解软件,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,频道,资源分享,22.1K,-1001837247909,2026-08-27,"🍿旨在分享全网优质资源,实用破解软件/白嫖vpn/实用教程/实用工具/开源项目/学习资料...每天更新,精彩不断,感谢您的订阅！ 💬 交流群组: @xiaoxinc 📬 投稿私信: @youwudailybot"
xqfxsjlq,小七分享社-破解软件VPN交流群,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,群组,资源分享,80.2K,-1002586509912,2026-08-28,软件分享与交流 主频道 @XQFXS
xuanxue88624,玄学之巅,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,20.2K,-1001501346938,2026-08-27,本频道创立之意是在保存、收藏玄学书籍的过程中，整理本人的玄学体系，并且在网上发布一些个人学习玄学的心得、体会，以期给广大朋友在面对现实生活的困惑中，带来一点思考如何改造自己生活的种子。我知道关注此类学问的朋友肯定意识到生活中自己有需要改变的问题，希望大家多思考、多行动。 备注：书籍版权归原作者所有，频道资源限个人学习交流，请勿用于商业用途
