"graf_id","docname","year","wc","country","speech_id","paragraph_text","count","disasters","emissions","global warming","renewables","total_cc","model_actions","model_reasons","about_cc","paragraph_summary","topic","reason","row_id","is_crisis","crisis_reason"
"speech79_graf1","text483",2002,143,"NOR","speech79","Good evening, and a happy New Year! The past year has seen our nation witness the most fundamental themes of life unfold before our eyes: there has been loss, and there has been love. On August 25th, many were captivated by love as our Crown Prince and Crown Princess were married in Oslo Cathedral. Not many days later, on September 11th, tragedy took center stage. We witnessed passenger planes being deliberately crashed into the World Trade Center in New York. Human wickedness reached unprecedented levels. Many, including myself, were unable to complete their workday as usual. It was a massacre of thousands of people. They had done nothing to deserve such a fate, other than being on their way to work or in the office.",1,0,0,0,0,0,NA,NA,0,"The speaker reflects on the contrast between the royal wedding in Oslo and the September 11 terrorist attacks in New York.","local","Discusses local community initiatives and social cohesion within Sweden during the holidays.",2467,"yes","The paragraph invokes the September 11 terrorist attacks, which are framed as a major, acute threat to global security and safety."
"speech79_graf11","text493",2002,91,"NOR","speech79","There has been considerable discussion surrounding the government's regional policy. I can assure you that we will revitalize these regions. We will do our best to ensure positive development in all parts of the country. We are implementing a range of measures to reach those areas that need the most support. We are investing in communications and creating good working conditions for businesses in these regions. We emphasize encouraging personal initiative and creativity. We are working to strengthen initiatives in Northern Troms and Finnmark.",1,0,0,0,0,0,NA,NA,0,"The government plans to revitalize regional areas through infrastructure investment, business support, and targeted development initiatives in Northern Troms and Finnmark.","local","It focuses on domestic regional development policies and infrastructure investment in Norway.",2469,"no","The paragraph describes routine government policy and development initiatives aimed at regional revitalization, which are presented as positive governance rather than a response to an urgent threat."
"speech79_graf13","text495",2002,82,"NOR","speech79","In many ways, we have a good education system. In some areas, we are significantly ahead. However, surveys show that there are significant opportunities for improvement. Academically, we score moderately, and the schools face discipline problems. The government aims to improve the quality of education. Over the next two school years, we will ensure that 40, 000 teachers receive training in the pedagogical use of computers and the internet.",1,0,0,0,0,0,NA,NA,0,"The government plans to improve educational quality and address discipline issues by providing digital pedagogical training to 40,000 teachers over two years.","local","Discusses domestic education policy and government training programs for teachers.",2471,"no","The paragraph describes a routine policy initiative aimed at improving educational quality and teacher training, which is presented as a standard governance measure rather than an urgent threat or crisis."
"speech79_graf14","text496",2002,116,"NOR","speech79","Norway is one of the countries that spends the most money on education, and we intend to continue investing heavily in education. However, these surveys show that not all problems can be solved with money. Increasingly, children are growing up without receiving the necessary support to set boundaries and consider others. This creates insecurity. When external authority weakens, parents must play a role in instilling a sense of conscience in their children, an ability to discern what is true, right, and good. We must take the time to talk with children and young people about these matters. This will provide increased security.",1,0,0,0,0,0,NA,NA,0,"The speaker emphasizes that parents must foster moral development and personal boundaries in children to complement state investment in education and improve societal security.","local","Focuses on domestic social issues regarding child upbringing and parental responsibility within Norway.",2472,"no","The paragraph frames the need for moral development as a routine component of societal improvement and education, rather than as an urgent threat or a response to a specific danger."
"speech79_graf15","text497",2002,125,"NOR","speech79","We must also be willing to talk about who we are, those of us who set the rules. Do we present ourselves as positive role models? When we complain about egoism and materialism in our society, and especially among young people who are disruptive, vandalize property, bully others, experiment with drugs – do we critically examine the attitudes of the adult world? What attitudes and values do we actually convey through what we say, the way we behave, the headlines in newspapers, and the accepted behavior and language used in the media? When our children observe the adult world, what do they actually see? Let us adults reflect on ourselves.",1,0,0,0,0,0,NA,NA,0,"The speaker calls on adults to reflect on their own behavior and values as role models for the younger generation.","local","Reflects on domestic societal values, media influence, and the behavior of adults in Norwegian society.",2473,"no","The paragraph focuses on moral reflection and the role of adults as mentors, which is a standard societal exhortation rather than a framing of a specific threat or urgent danger."
"speech79_graf17","text499",2002,132,"NOR","speech79","I am the Prime Minister, but I am also a son, who relies on and receives care. I am also a father, grandfather, spouse, friend, and neighbor. We all live in human communities that we depend on. It is no coincidence that being placed in solitary confinement is considered one of the worst experiences a person can endure. We must have contact with each other. For this new year, I hope that we take care of the communities we are a part of. That we see others besides ourselves, that we care about other people. That we reach out to those who are lonely. This is love, and it will give us greater security.",1,0,0,0,0,0,NA,NA,0,"The Prime Minister emphasizes the importance of human connection, community care, and reaching out to the lonely to foster greater social security.","local","Discusses the importance of community and social connection within the domestic context.",2475,"no","The paragraph focuses on positive social values and community building rather than framing loneliness or social isolation as an urgent threat or a crisis requiring emergency intervention."
"speech79_graf5","text487",2002,200,"NOR","speech79","The Norwegian poet Svein Ellingsen challenges us in his hymn: ""Some must watch in the world's night, Some must believe in the darkness, Some must be the weak's brother. Lord, let your will be done on earth! "" Help us to follow your command. Norway will continue to support international efforts for peace, development, and the fight against poverty. Some say that Norway's contribution is insignificant and that the money and resources would be better used elsewhere. Norway's contribution matters to many people. This year marks fifty years since we began providing development assistance. In many ways, it was a continuation of the Christian mission's work in the poorest parts of the world. Not everything has been equally successful in these years, but Norway will continue its long-term efforts to bridge the gap between the world's poor and the wealthy. Statistics can be difficult to grasp. But there are 800 million people in the world who suffer from hunger and malnutrition. Some must be the weak's brother. We want to help give hope and security to more people.",1,0,0,0,0,0,NA,NA,0,"The speaker reaffirms Norway's long-term commitment to international development assistance and humanitarian aid to combat global poverty and hunger.","local","Focuses on the core values and political agenda of Swedish social democracy.",2484,"no","The paragraph describes a long-term commitment to humanitarian aid as a standard policy goal rather than framing poverty and hunger as an urgent, immediate threat requiring emergency intervention."
"speech79_graf7","text489",2002,177,"NOR","speech79","Our country enjoys great economic stability. Unemployment is low. Just before Christmas, the Central Bank lowered interest rates. This improves the economy for many individuals and families, businesses, and municipalities. It is wise to be disciplined in public spending. In a responsible manner, we are gradually increasing our use of our wealth, of Norway's oil revenues. But we must not succumb to the temptation of using too much – too quickly – of our oil and gas wealth. These are non-renewable resources. These revenues will eventually decline and then disappear. Therefore, we are placing the oil revenues into a fund so that our descendants can maintain our standard of living. This is a matter of solidarity with future generations. Moreover, using too much of the oil revenues would lead to higher prices and interest rates, resulting in a weakened economy that could negatively impact us all. One must have a strong back to bear good days.",1,0,0,0,0,0,NA,NA,0,"The speaker discusses Norway's economic stability and the importance of disciplined, sustainable management of oil revenues to ensure long-term prosperity for future generations.","local","Discusses domestic economic management, interest rates, and the national oil fund.",2486,"no","The paragraph focuses on economic stability and long-term prosperity, which are framed as positive achievements and routine governance rather than an urgent threat or danger."
"speech79_graf8","text490",2002,183,"NOR","speech79","Are there any who are poor in our wealthy country? Yes, we must go back to the pre-war era to find poverty. Even in Norway, individuals fall through the cracks of our welfare system. Our goal is that no one should be without a roof over their head, without enough food and clothing. The government will do its utmost. We will provide greater security for more people. But the public sector cannot do this alone. Society depends on continued voluntary efforts. I would like to express my sincere thanks to all of you who make a voluntary contribution to our society. I know that many of you do not receive the recognition you deserve. Please know that we value and appreciate the work that is done quietly. All this voluntary work requires steadfastness in everyday life and is not linked to personal gain, but to serving others. This is what love is: to see others, not just oneself. To care about other people.",1,0,0,0,0,0,NA,NA,0,"The speaker addresses poverty in Norway and emphasizes the importance of voluntary efforts alongside government support to ensure social welfare.","local","Addresses domestic poverty, the welfare system, and the role of voluntary work in Norway.",2487,"no","The paragraph frames poverty as a social issue requiring a collaborative response between government and voluntary efforts, but it does not characterize the situation as an urgent threat, danger, or emergency."
"speech79_graf9","text491",2002,97,"NOR","speech79","I would also like to thank the one hundred thousand healthcare workers at our hospitals who today are changing employers. The state has now assumed responsibility for all public hospitals. This is being done to provide patients with better healthcare. For most patients, the changes will not be immediately noticeable. However, the government will take advantage of the opportunities that this new organization provides. Healthcare must improve. The results will come. We will feel secure knowing that we have a good healthcare system when our health fails.",1,0,0,0,0,0,NA,NA,0,"The Prime Minister discusses the state's transition to assuming full responsibility for public hospitals to improve healthcare quality and patient security.","local","Discusses the reorganization of the Norwegian healthcare system and hospital management.",2488,"no","The paragraph describes a routine administrative transition and policy improvement for healthcare quality, rather than framing the current state of hospitals as an urgent threat or crisis."
"speech7_graf6","text49",2018,156,"SWE","speech7","That is why, during the previous term, we launched a political project that has grown into the largest security program in modern times. We want to create a stronger society, with at least 14, 000 new nurses, nursing assistants, and doctors, there for you, to treat your wounds when you take your first steps as a child, and to support you as you struggle with each step in old age. A stronger society where the state takes greater responsibility, so that it doesn't matter whether you are from Scania or Dalarna, from Värmland or Norrland – you will receive the care you need in a timely manner, and you will know that there is a place available when you give birth. A society where you know that when you are at your weakest, our community is at its strongest.",1,0,0,0,0,0,NA,NA,0,"The speaker outlines a national initiative to strengthen the healthcare system by increasing medical staff and ensuring equitable access to care across Sweden.","local","The paragraph focuses on domestic healthcare policy and the Swedish welfare state.",2496,"no","The paragraph describes a routine policy initiative to improve healthcare infrastructure and access, which is presented as a standard governance measure rather than a response to an urgent threat or emergency."
"speech7_graf7","text50",2018,245,"SWE","speech7","We want to create a stronger society where parents receive a family week so they can spend time with their children during holidays and study breaks. Where older people receive stronger pensions so they can feel in control of their own lives. And where we all can feel the stimulation and satisfaction of having a good job, and where we all come closer to each other through a systematic effort to reduce the gaps between people. A society where we take a shared responsibility to ensure that shops, businesses, and public services are available where people need them, and understand that broadband and mobile networks are as essential as electricity and water. A society where we invest together in Swedish infrastructure over the coming decade, so that you can visit every part of this beautiful country without worrying about landslides or potholes, and so that ""things are going well"" is a compliment, not a sarcastic remark. A society where it is natural, and taken for granted, to harness the power of the entire country, so that more towns can attract international companies like Google, eliminate split shifts in healthcare, encourage people to move in rather than move out, and ensure that young people have jobs and a sense of hope for the future. After all, Avesta has shown that it is possible!",1,0,0,0,0,0,NA,NA,0,"The speaker outlines a vision for Swedish societal development, focusing on family support, pension security, infrastructure investment, and regional economic growth.","local","The text discusses domestic infrastructure, family policy, and regional economic development within Sweden.",2497,"no","The paragraph focuses on routine governance, infrastructure investment, and social support programs, which are presented as standard policy goals rather than urgent threats or dangers."
"speech7_graf9","text52",2018,249,"SWE","speech7","And it is, of course, clear that this project cannot be achieved by the Social Democrats alone. We need to bring many people together, even those who hold different political views. And we are also ready to listen to others. That collaboration will face difficulties – and it already has. Government formation talks have been both delayed and broken off. The Swedish people are impatient. And so am I. That is why we continue to seek solutions that bring together many constructive forces, and do not give the far right decisive power. A democratically elected official’s duty is never to complain about election results or ask for new ones. It is simply to solve the task before us. And if we succeed, it will require compromises. But our entire development of Sweden has been built on negotiations, compromises between interests, and gradual reforms rather than rapid shifts. That is why we are called the Social Democrats. Time and again, we have united the majority of the population for the good of the country. Because we know that the more people who can come together to find a solution, the more stable that solution will be. And we stand firm in our values. We know our ideology. We will maintain our spirit – even as we gain the power to change the world.",1,0,0,0,0,0,NA,NA,0,"The speaker emphasizes the necessity of cross-party collaboration and compromise to form a stable government while excluding the far right from decisive power.","local","The content addresses domestic political collaboration, government formation, and national legislative processes.",2499,"yes","The paragraph frames the formation of a stable government and the exclusion of the far right as a necessary measure to protect democratic order and political stability, which constitutes a chronic threat framed as an urgent challenge."
"speech80_graf1","text501",2001,196,"NOR","speech80","Dear everyone, In Norway, we possess a remarkable sense of optimism about the future, a quality rarely seen in other countries. Last year, nearly 60, 000 children were born in Norway. Few things express such faith in the future more profoundly. I would like to congratulate all of you who became parents in the past year, and especially, I would like to congratulate the mothers. In few other Western countries do women give birth to more children than in Norway. And in even fewer countries do so many women pursue higher education and participate in the workforce. I know that it is often challenging to balance work, family life, and time with your children. Especially for women, who still often carry the majority of responsibilities at home. Gender equality has not come far enough. Nevertheless, Norwegian women themselves choose to have more children. They themselves choose to pursue more education and to participate in the workforce. This combination is truly exceptional, and it also speaks volumes about the quality of our society.",1,0,0,0,0,0,NA,NA,0,"The speaker highlights the unique combination of high birth rates, female workforce participation, and education levels in Norway while acknowledging ongoing challenges regarding gender equality.","local","The paragraph discusses domestic birth rates, gender equality, and workforce participation in Norway.",2500,"no","The paragraph focuses on positive national attributes and acknowledges ongoing challenges as a matter of routine governance rather than framing them as an urgent threat to the state or society."
"speech80_graf14","text514",2001,213,"NOR","speech80","A brand new year lies ahead of us. On August 25th, we will celebrate the wedding of Crown Prince Haakon and his fiancée, Mette-Marit Tjessem Høiby. This autumn, they made an important choice: they decided to live their lives together. They were marked by the solemnity of the moment, but at the same time, they were clear: they will let love guide them. That is how it should be – also for our royal family. We extend our greetings to King Harald, Queen Sonja, and their family, and thank them for their efforts on behalf of Norway in the year that has passed. We send our greetings to all Norwegians who are working beyond our country’s borders, in the United Nations and NATO peacekeeping forces, for businesses, in the foreign service, in development aid, and in humanitarian and religious service. On an evening like this, we especially send warm thoughts to those who are struggling with illness and to those who are living with loss. And so, we emphasize the fundamental community that binds us all together as we wish each other a very happy New Year.",1,0,0,0,0,0,NA,NA,0,"The speaker discusses the upcoming royal wedding, acknowledges the service of Norwegians abroad, and expresses sympathy for those facing illness or loss.","local","The text provides domestic greetings to the royal family and citizens, focusing on national community.",2505,"no","The paragraph focuses on ceremonial events, expressions of gratitude, and personal sympathy, none of which are framed as an urgent threat or a crisis requiring collective action."
"speech80_graf2","text502",2001,104,"NOR","speech80","If we are to preserve this optimism about the future, I believe there are two values that are particularly important, and I would like to discuss them with you this evening: the value of creation, and the value of sharing. These values must be closely intertwined. Yet, we often see them drift apart; we become overly focused on producing more to become wealthier, or we assume that prosperity will always be present, and that it simply involves distributing a pie that grows by itself. Let me begin with the ability to create.",1,0,0,0,0,0,NA,NA,0,"The speaker emphasizes the importance of balancing the values of economic creation and equitable sharing to ensure future prosperity.","local","The paragraph discusses national values regarding economic creation and distribution within Norway.",2506,"no","The paragraph focuses on the routine governance goal of balancing economic creation and distribution to ensure prosperity, rather than framing these as an urgent threat or crisis."
"speech80_graf4","text504",2001,206,"NOR","speech80","If we are to avoid repeating the mistakes made by the Spanish, we must continue to create significant value – even after the oil era has reached its peak. Not just economic value, but values that provide us with a safer and more fulfilling life. We are laying the foundation for this today. We are an old nation, but a young state. Let us retain that youthful spirit as we approach the 100th anniversary of Norway’s independence in 2005. Let us continue to dare to explore new paths, develop new ideas, and push new boundaries, creating new art, new literature, new architecture, and new music. We must not become complacent. We must move forward, and continue to recognize that it is human knowledge and effort that form the foundation of our prosperity. We must encourage innovation and new ventures. Let us welcome all those who develop new businesses within both established and emerging industries. Those who have new ideas are often met with skepticism. But without new ideas, we cannot progress. We need everyone who creates something new through their own initiative.",1,0,0,0,0,0,NA,NA,0,"The speaker emphasizes the need for continued innovation, economic diversification, and cultural development to ensure Norway's future prosperity beyond the oil era.","local","The text focuses on Norway's future economic strategy, innovation, and national development.",2508,"no","The paragraph focuses on long-term strategic planning and future prosperity rather than an urgent threat or immediate danger, framing the transition as a proactive development goal."
"speech80_graf5","text505",2001,187,"NOR","speech80","We must value knowledge. And, above all, we must recognize and appreciate those who impart knowledge, and all the institutions where knowledge is developed: schools and universities, but also businesses and workplaces. We must learn throughout our lives. Those who believe they have finished their education are not truly educated, but finished. New technologies create new opportunities. We have embraced information technology. Now, with wisdom, we must develop biotechnology to the benefit of society. We must ensure that all new technologies are utilized within an ethically sound framework. But we must also be adept at seizing new opportunities, such as in the treatment of diseases, in new business development, and in the workplace. Albert Einstein – with all his knowledge – said that imagination is more important than knowledge. He believed that imagination is necessary to enjoy knowledge. Children possess such imagination. Our schools must help imagination flourish and grow, so that we can maintain our ability to think in new ways.",1,0,0,0,0,0,NA,NA,0,"The speaker emphasizes the importance of lifelong learning, ethical technological development, and fostering imagination within the educational system.","local","The paragraph discusses domestic education, technology, and knowledge-based societal development.",2509,"no","The paragraph focuses on educational development and positive societal values rather than framing these topics as urgent threats or dangers to the state."
"speech80_graf6","text506",2001,293,"NOR","speech80","When we create, we must also preserve our ability to share. What gives our lives the most meaning and joy is the ability to share with others. Many of us have experienced this joy during Christmas. But many also experience Christmas as a time when dark days become even darker, and when feelings of loss become even greater. Earlier this autumn, I met an elderly woman who spoke about the loneliness she experienced. She made an important point: the worst part of loneliness is not lacking the attention of others. It is equally, if not more, about lacking someone to give attention to. As important as the question of what we should live off is the question of what we should live for. Are we necessarily becoming happier as the country and most of its citizens become wealthier? Since 1970, we have become almost three times wealthier in terms of money. But have we become three times happier? Are we living prosperous lives in this prosperous country? Ole Paus put it this way about Norwegians: ""We have everything, but that is also all we have. "" Many of our dreams end up as financial calculations in terms of kroner and øre. But when I reflect, I know that as a human being, a spouse, a father to young children, and as a friend to my friends, the good life is about something else: about having people in my life with whom I can share joy and sorrow. About participating in a larger community, and feeling that my contribution is valuable.",1,0,0,0,0,0,NA,NA,0,"The speaker reflects on the importance of human connection, community, and emotional well-being over material wealth and economic prosperity.","local","The text reflects on the quality of life, loneliness, and social community within the Norwegian context.",2510,"no","The paragraph focuses on philosophical reflection and values rather than identifying a specific threat or urgent danger requiring action."
"speech80_graf7","text507",2001,185,"NOR","speech80","Compared to other countries, there are relatively small differences in living conditions in Norway. But we must not confuse fair distribution and equal opportunities with everyone being the same. In our diverse and multicultural society, we want people to be different. We want them to be able to be themselves, regardless of gender, nationality, faith, or sexual orientation. But we must stand up against inequalities that stem from social injustice – those inequalities that are passed down through generations. Our challenge is to prevent wealth from creating new inequalities, and to prevent access to knowledge from creating new class divisions. We have seen too many examples of those who already have the most failing to take their share of the responsibility that we must share together. Large bonuses and privileged agreements for a few undermine a fundamental understanding that we have a shared responsibility for the whole. When that happens, some of the community breaks down. We can all become vulnerable – even the strongest among us.",1,0,0,0,0,0,NA,NA,0,"The speaker addresses the importance of social equality, the value of diversity, and the need to prevent systemic wealth and knowledge gaps in Norway.","local","The paragraph addresses domestic social inequality, wealth distribution, and class divisions in Norway.",2511,"yes","The paragraph frames systemic wealth and knowledge gaps as urgent threats to social equality and diversity that must be prevented, indicating a chronic issue treated as a serious danger to social cohesion."
"speech80_graf8","text508",2001,120,"NOR","speech80","Shortly before Christmas, I visited the Salvation Army in Oslo. It was striking to meet people who, in today’s prosperous Norway, experience material hardship. This includes poor children, children of parents who lack the income to care for themselves and their families, and who cannot afford to let their children participate in class trips or birthday parties. But it was also striking to experience the compassion, warmth, and care that Major Marit Solli and her colleagues show to everyone who needs a helping hand. The thousands of volunteers across our country deserve all our thanks – they demonstrate what neighborly love and the joy of sharing truly mean.",1,0,0,0,0,0,NA,NA,0,"The speaker highlights the prevalence of child poverty in Norway while commending the efforts of volunteers who provide support to those in need.","local","The text highlights domestic poverty and the role of local volunteers in Norwegian society.",2512,"yes","The speaker frames child poverty as a significant societal issue that requires ongoing attention and support, treating it as a persistent threat to the well-being of children."
"speech81_graf2","text516",2000,87,"NOR","speech81","To celebrate the year 2000 without remembering the origins of our calendar is like celebrating a birthday and forgetting the person being celebrated – Jesus of Nazareth. We are now writing the year 2000 after the birth of Christ. Regardless of personal faith or worldview, we live in a Christian cultural sphere. Our society and our culture, throughout the centuries, have been deeply influenced by this Christian heritage. Values such as human dignity and compassion are examples of this.",1,0,0,0,0,0,NA,NA,0,"The speaker reflects on the Christian origins of the calendar and the influence of Christian heritage on Norwegian cultural values and society.","local","The text reflects on the cultural and historical heritage of Norwegian society.",2518,"no","The paragraph is a reflection on cultural heritage and values, which is explicitly excluded from the definition of a crisis as it does not present a threat or a call for urgent action."
"speech81_graf3","text517",2000,112,"NOR","speech81","The thousand-year perspective is twofold. In the year 1000, our country stood at the heart of two profound societal changes: first, the Christianization of Norway, which gained symbolic significance when Olav the Holy fell in battle at Stiklestad in the year 1030. Second, the unification of the country. These two processes went hand in hand. The emergence of Norway as a single, united, and independent kingdom achieved only a preliminary victory approximately a thousand years ago. Subsequently, from the late 14th century, followed centuries of union rule, before we again became an independent nation in 1905.",1,0,0,0,0,0,NA,NA,0,"The speaker reflects on Norway's historical development, focusing on the nation's unification and Christianization during the early eleventh century.","local","The paragraph discusses the historical unification and national identity of Norway.",2519,"no","The paragraph is a historical reflection on national identity and tradition, which does not invoke any threat or urgent problem."
"speech81_graf4","text518",2000,283,"NOR","speech81","The 100-year perspective is, above all, the story of an enormous technological and economic development. At the turn of the previous century, in the year 1900, Norway was emerging from poverty. At that time, Norwegians looked back on a century of emigration. In total, a quarter of the Norwegian population emigrated, primarily due to poverty. Today, Norway is one of the wealthiest and safest countries in the world, and immigrants are knocking on our door. The century that has passed has shown that the Norwegian people were able to work their way out of poverty. The century that lies ahead will show whether we can handle wealth. In the century that we are now leaving behind, our great-grandparents, grandparents, and parents created a welfare state, and it is our responsibility to carry that forward. They managed to do so thanks to their attitude: ""First, do your duty, then claim your right! "" If the Norwegian people are to maintain this hallmark in the new millennium, we must strengthen our commitment and temper our sense of entitlement. One hundred and ten-year-old Karen Svisdal from Sunndal in Nordmøre, likely Norway’s oldest person, was recently asked about the secret to her longevity. ""Hard work, "" she replied. It is people like her who have built our welfare state. Let me send a warm greeting to the oldest members of our nation, and especially to those approximately 430 who have lived through the entire past century! Norway thanks you!",1,0,0,0,0,0,NA,NA,0,"The speech reflects on Norway's transition from poverty to prosperity over the last century and emphasizes the importance of hard work for future stability.","local","It focuses on Norway's domestic economic history, welfare state, and internal social challenges.",2520,"no","The paragraph focuses on historical progress, prosperity, and the value of hard work as a foundation for the future, rather than framing current conditions as an urgent threat or danger."
"speech81_graf5","text519",2000,465,"NOR","speech81","The 20th century was also a century in which the freedom of the individual was greatly expanded. New technologies created new opportunities, and increased equality expanded our choices. New prosperity and greater social equality gave most people the chance to take advantage of these opportunities. External authorities and the social control of local communities weakened. There was a positive expansion of freedom for responsible, capable individuals. Many are thriving in this society, embracing freedom and making the most of their choices. However, this does not apply to everyone. Some children grow up without receiving the necessary support to set boundaries, feel responsibility for others, or experience commitment as a value. In a time when external societal authorities have less influence, we need an even stronger foundation of values within ourselves. We need that inner voice we call conscience, which compels us to do what is true, right, and good. It is a sobering thought that, amidst this new prosperity, we have seen an increase in crime and more mental health problems among children and young people in recent decades. Drug use is widespread. Many young people are losing their motivation and hope. Many ask desperately, ""Why?"" Perhaps one reason is that many experience a lack of values that cannot be measured in kroner and øre – a lack of life values. We must be careful that the pressures of a performance-driven society do not steal all our time for caring for one another. The best guarantee that our children will become warm and secure individuals is the presence of parents and close caregivers who can provide that. But we are too often tempted to give our children purchased things instead of giving them our time: giving comfort and security, sharing tears and joys, building self-confidence and hope. Material values – such as money, buildings, and consumer goods – become less valuable as we share them with more people. Human values are different: love and joy, humor, compassion, and closeness – these are values that we actually gain more of when we share them with others! These are values that endure – in good times and bad. This life experience is beautifully expressed in a saying from Telemark: ""Share the joy double, share the sorrow half! "" Being human means caring for others – not just for ourselves, but showing compassionate humanity. The ability to do so does not depend on the size of one’s wallet, but on the heart of the individual.",1,0,0,0,0,0,NA,NA,0,"The speech addresses the need for strong personal values and parental presence to counter social challenges and materialism among children and young people.","local","The text addresses domestic social issues like crime, mental health, and family values within Norwegian society.",2521,"yes","The speaker frames social challenges and materialism as urgent threats to the well-being of young people, necessitating a specific response through parental presence and values."
"speech81_graf6","text520",2000,181,"NOR","speech81","I therefore have great faith in the importance of individuals within society. There are some who deserve a special thank you: those who have dedicated their time and energy to giving children – and grandchildren – a solid foundation in life. Those who have taken care of their elderly and sick parents. Those who have created thriving local communities through tireless voluntary efforts. Yes, all of you who, through responsible work, professional dedication, and a willingness to innovate, have helped to build our business, healthcare, and social services, our church, school, and cultural institutions – and our public administration. The growth in business, welfare, and culture that has been created in Norway over the past hundred years is something that every man and woman should be proud of. You have carried the nation forward. It is you on whom it depends – also in the future. We still face significant challenges, particularly in improving healthcare and elderly care.",1,0,0,0,0,0,NA,NA,0,"The speaker acknowledges the contributions of individuals to Norway's development while highlighting ongoing challenges in healthcare and elderly care.","local","It praises domestic contributions to Norwegian public services, healthcare, and local community building.",2522,"no","The paragraph frames healthcare and elderly care as 'ongoing challenges' rather than urgent threats or crises, suggesting a focus on routine governance and policy management."
"speech85_graf2","text528",1997,182,"SPA","speech85","Throughout 1997, Spain has enjoyed political stability, which is essential for continuing to build a foundation for our nation’s well-being. The Spanish economy has continued to experience sustained growth; social partners have maintained a productive dialogue, reaching positive agreements that benefit the country. However, challenges remain within our national life. These tensions are a natural reflection of the political diversity inherent in a democratic system and a vibrant society, which matures through such dialogues. In a democracy like ours, citizens rightfully expect their representatives and institutions to exemplify honesty, dedication, and mutual respect. Political disagreements, when applied to resolving present-day problems and improving our shared experiences, strengthen our democracy. Let us demand that politics be brought closer to the people, so that they can clearly see that it is driven by the general interest, not by individual or group agendas. We all have a specific responsibility in building collective progress and in upholding the ethical values that support and define it.",1,0,0,0,0,0,NA,NA,0,"The speaker reflects on Spain's 1997 economic growth and political stability while advocating for ethical conduct and public-interest-driven politics within a democratic framework.","local","The paragraph discusses Spain's domestic political stability, economy, and democratic processes.",2527,"no","The paragraph focuses on economic growth, stability, and the promotion of ethical political conduct, which are presented as positive achievements and normative goals rather than urgent threats or dangers."
"speech85_graf3","text529",1997,139,"SPA","speech85","With that in mind, we must safeguard and respect the fundamental rights of all individuals, and avoid the atmosphere that can sometimes cloud our shared experiences. The proper functioning, independence, and effectiveness of the judiciary are absolutely essential in a state governed by law, and are matters of great concern to us all. I am confident that those in positions of power understand the importance of this issue and are actively working to address it. It is the responsibility of the judges to apply and interpret the law. This noble task, which requires strength, dedication, integrity, and a sense of duty, must be supported by all, as a means of contributing to the sound development of one of the cornerstones of our democracy.",1,0,0,0,0,0,NA,NA,0,"The speaker emphasizes the importance of judicial independence and the rule of law as essential foundations for a functioning democracy.","local","It addresses the internal functioning and independence of the Spanish judiciary.",2528,"no","The paragraph describes judicial independence and the rule of law as foundational principles of democracy without framing them as being under threat or in a state of emergency."
"speech85_graf4","text530",1997,132,"SPA","speech85","Political, economic, social, and cultural progress, always serving the individual, is primarily driven by education. We must prioritize education, as it plays a vital role in integration and expands opportunities for citizens to thrive in a modern society. We are concerned that this progress is not fully reflected in the world of work, particularly among young people, women seeking employment, and those of working age who find themselves unemployed and struggle to find a place where they can utilize their skills and experience. We cannot accept this situation as an inevitable consequence of progress. Instead, the government and social partners must redouble their efforts and initiatives to address this issue and secure the support of everyone involved.",1,0,0,0,0,0,NA,NA,0,"The speaker emphasizes the importance of education for societal progress while calling for increased efforts to address unemployment among youth, women, and working-age citizens.","local","The focus is on domestic education policy and national unemployment challenges.",2529,"yes","The speaker frames unemployment among specific demographic groups as a problem requiring increased efforts and attention, which constitutes a chronic issue framed as an urgent threat to societal progress."
"speech85_graf5","text531",1997,176,"SPA","speech85","The prosperity we have achieved, which far exceeds what we have enjoyed throughout history, also presents negative aspects and evident shortcomings. The weakening of social bonds and the diminishing importance of family obligations, once considered sacred, mean that those in need may feel more abandoned than ever, and that the elderly and sick may often find themselves increasingly lonely and lacking affection. We must deepen and update our convictions regarding social justice and solidarity, understanding them as essential duties for all, from the government to every citizen. We are witnessing a clear and positive increase in the activity of organizations working to combat all forms of marginalization, and in the growth of volunteerism, which dedicates its time and expertise to helping others. These movements have recently demonstrated, once again, a generous response to the tragedies that have occurred in various parts of Spain, particularly in Badajoz and Melilla, to the citizens of which I send my heartfelt greetings.",1,0,0,0,0,0,NA,NA,0,"The speaker addresses the erosion of social bonds and family obligations while advocating for increased solidarity, social justice, and volunteerism to support the marginalized.","local","It discusses domestic social issues like loneliness among the elderly and local volunteerism in Spain.",2530,"yes","The speaker frames the erosion of social bonds and family obligations as a significant societal problem that requires urgent action through solidarity and volunteerism, treating the fragmentation of society as a threat to social cohesion."
